poi_id,name,destination,category,subcategory,description,tags,latitude,longitude,price_level,rating,review_count,popularity,expected_duration,opening_time,closing_time,reservation_required,family_friendly,public_transport_access,tourist_level
P0257,Ancient Palace Delhi 257,Delhi,historical,palace,"A palace in Delhi focused on heritage, culture.",heritage|culture,28.579581,77.243184,1,3.99,82,0.403,150,08:00,21:00,False,True,True,0.785
P0258,Nature Park Bengaluru 258,Bengaluru,nature,garden,"A garden in Bengaluru focused on outdoor, nature, scenic, relaxation.",outdoor|nature|scenic|relaxation,12.968596,77.621399,4,3.84,605,0.577,120,08:00,17:00,False,True,True,0.355
P0259,National Science Goa 259,Goa,museum,science,"A science in Goa focused on culture, history, museum.",culture|history|museum,15.496488,74.19508,2,4.33,75,0.32,60,09:00,22:00,False,True,True,0.951
P0260,Urban Family Activity Pune 260,Pune,activity,adventure,"A adventure in Pune focused on experience, fun, activity.",experience|fun|activity,18.511024,73.844238,2,4.14,602,0.669,180,10:00,21:00,False,False,True,0.714
P0261,Street Local Restaurant Delhi 261,Delhi,food,street_food,"A street food in Delhi focused on authentic, local, food, neighborhood.",authentic|local|food|neighborhood,28.501096,76.992007,1,3.35,469,0.515,60,10:00,17:00,True,False,True,0.27
P0262,Metro Theater Goa 262,Goa,entertainment,cinema,"A cinema in Goa focused on entertainment, experience, nightlife.",entertainment|experience|nightlife,15.324567,73.950325,3,3.8,485,0.525,90,09:00,17:00,False,True,True,0.274
P0263,Local Local Crafts Pune 263,Pune,shopping,local_crafts,"A local crafts in Pune focused on market, shopping.",market|shopping,18.62808,73.912972,2,3.76,28,0.32,90,09:00,17:00,False,True,True,0.879
P0264,National History Museum Mumbai 264,Mumbai,museum,cultural,"A cultural in Mumbai focused on history, education, museum.",history|education|museum,19.239688,73.068407,2,3.37,259,0.513,120,09:00,18:00,False,False,True,0.178
P0265,Ancient Fort Goa 265,Goa,historical,fort,"A fort in Goa focused on history, heritage.",history|heritage,15.323654,74.119761,4,4.22,82,0.584,60,11:00,22:00,False,False,False,0.31
P0266,Modern History Museum Mumbai 266,Mumbai,museum,art,"A art in Mumbai focused on culture, education, museum.",culture|education|museum,19.166857,72.964194,2,4.39,33,0.475,60,08:00,22:00,False,True,False,0.495
P0267,Open Air Theater Bengaluru 267,Bengaluru,entertainment,nightlife,"A nightlife in Bengaluru focused on experience, entertainment.",experience|entertainment,12.891254,77.507978,3,4.07,57,0.562,45,09:00,18:00,True,False,False,0.874
P0268,Green Garden Bengaluru 268,Bengaluru,nature,garden,"A garden in Bengaluru focused on relaxation, scenic, outdoor, nature.",relaxation|scenic|outdoor|nature,12.97146,77.462548,1,3.81,259,0.489,90,11:00,17:00,False,True,True,0.985
P0269,Hidden Cafe Delhi 269,Delhi,food,cafe,"A cafe in Delhi focused on authentic, food, local.",authentic|food|local,28.537354,77.04902,4,3.71,154,0.358,30,09:00,20:00,False,True,True,0.158
P0270,Old Food District Bengaluru 270,Bengaluru,neighborhood,old_town,"A old town in Bengaluru focused on neighborhood, authentic, local, culture.",neighborhood|authentic|local|culture,12.985266,77.503664,3,4.55,122,0.525,150,09:00,22:00,False,True,True,0.652
P0271,Modern History Museum Delhi 271,Delhi,museum,cultural,"A cultural in Delhi focused on education, history.",education|history,28.615104,76.871953,2,4.48,63,0.309,45,09:00,22:00,True,True,True,0.963
P0272,Art Art Pune 272,Pune,museum,history_museum,"A history museum in Pune focused on history, culture.",history|culture,18.450707,73.903079,4,4.34,1380,1.0,30,11:00,18:00,True,False,True,0.47
P0273,Craft Street Market Mumbai 273,Mumbai,shopping,street_market,"A street market in Mumbai focused on market, shopping, souvenirs, local.",market|shopping|souvenirs|local,18.917122,72.80189,3,2.99,94,0.308,30,08:00,17:00,False,True,True,0.631
P0274,Adventure Adventure Bengaluru 274,Bengaluru,activity,adventure,"A adventure in Bengaluru focused on interactive, activity, experience.",interactive|activity|experience,12.877938,77.539788,1,4.36,191,0.406,45,08:00,22:00,False,True,True,0.249
P0275,Ancient Monument Pune 275,Pune,historical,heritage_site,"A heritage site in Pune focused on architecture, heritage, culture, history.",architecture|heritage|culture|history,18.594815,73.870956,3,4.27,118,0.591,120,11:00,21:00,False,True,False,0.889
P0276,Traditional Local Restaurant Mumbai 276,Mumbai,food,local_restaurant,"A local restaurant in Mumbai focused on food, authentic.",food|authentic,18.908395,72.968911,4,4.14,202,0.443,60,10:00,21:00,False,True,True,0.706
P0277,Local Local Crafts Goa 277,Goa,shopping,mall,"A mall in Goa focused on market, local, shopping.",market|local|shopping,15.556813,73.756918,2,4.63,332,0.449,180,10:00,22:00,False,True,True,0.179
P0278,Family Workshop Delhi 278,Delhi,activity,family_activity,"A family activity in Delhi focused on activity, fun, experience, interactive.",activity|fun|experience|interactive,28.685197,77.056977,1,4.25,149,0.352,150,10:00,19:00,True,True,False,0.372
P0279,Old Old Town Delhi 279,Delhi,neighborhood,cultural_district,"A cultural district in Delhi focused on culture, authentic, local.",culture|authentic|local,28.628558,77.282297,3,3.88,145,0.404,90,09:00,19:00,False,False,True,0.337
P0280,Lakeside Waterfall Pune 280,Pune,nature,park,"A park in Pune focused on outdoor, nature, relaxation.",outdoor|nature|relaxation,18.538755,73.754987,4,4.28,147,0.537,120,10:00,19:00,True,False,False,0.941
P0281,Royal Theater Pune 281,Pune,entertainment,nightlife,"A nightlife in Pune focused on nightlife, entertainment.",nightlife|entertainment,18.592735,73.854469,1,4.23,2952,1.0,30,08:00,21:00,False,False,True,0.771
P0282,Riverside Waterfall Mumbai 282,Mumbai,nature,beach,"A beach in Mumbai focused on nature, outdoor, relaxation.",nature|outdoor|relaxation,18.996827,72.861702,2,4.49,165,0.395,30,08:00,18:00,False,True,True,0.946
P0283,Old Heritage Site Mumbai 283,Mumbai,historical,monument,"A monument in Mumbai focused on history, culture, architecture.",history|culture|architecture,19.114642,72.868559,4,4.64,149,0.615,30,08:00,20:00,True,True,True,0.616
P0284,Cultural Family Activity Delhi 284,Delhi,activity,walking_tour,"A walking tour in Delhi focused on activity, experience, interactive, fun.",activity|experience|interactive|fun,28.5497,76.949074,4,3.18,72,0.225,60,11:00,20:00,True,True,False,0.636
P0285,Urban Walking Tour Mumbai 285,Mumbai,activity,walking_tour,"A walking tour in Mumbai focused on activity, experience, fun.",activity|experience|fun,19.058649,72.760592,4,3.26,160,0.531,60,10:00,21:00,False,True,True,0.729
P0286,Old Monument Delhi 286,Delhi,historical,monument,"A monument in Delhi focused on heritage, architecture, history.",heritage|architecture|history,28.609824,77.050408,2,4.11,1829,1.0,90,08:00,19:00,True,False,True,0.981
P0287,Hill Beach Delhi 287,Delhi,nature,waterfall,"A waterfall in Delhi focused on relaxation, nature, outdoor, scenic.",relaxation|nature|outdoor|scenic,28.648784,76.888947,1,4.25,188,0.585,45,10:00,20:00,True,True,False,0.783
P0288,Traditional Food Experience Bengaluru 288,Bengaluru,food,local_restaurant,"A local restaurant in Bengaluru focused on local, neighborhood, authentic, food.",local|neighborhood|authentic|food,12.915284,77.491675,3,4.47,17,0.368,120,11:00,18:00,True,False,True,0.805
P0289,Royal Palace Goa 289,Goa,historical,fort,"A fort in Goa focused on architecture, history.",architecture|history,15.494596,73.955212,3,4.21,617,0.804,30,08:00,22:00,False,False,True,0.318
P0290,Heritage Local Area Bengaluru 290,Bengaluru,neighborhood,old_town,"A old town in Bengaluru focused on neighborhood, culture, local.",neighborhood|culture|local,13.063532,77.57181,4,3.43,965,0.654,120,11:00,19:00,False,True,False,0.687
P0291,Traditional Cafe Pune 291,Pune,food,cafe,"A cafe in Pune focused on food, local, authentic.",food|local|authentic,18.594268,73.84734,4,4.25,148,0.58,180,11:00,21:00,True,True,True,0.478
P0292,Artisan Old Town Mumbai 292,Mumbai,neighborhood,local_area,"A local area in Mumbai focused on culture, neighborhood.",culture|neighborhood,19.102278,73.046381,3,4.38,3732,1.0,30,11:00,22:00,False,True,False,0.126
P0293,Historic Monument Bengaluru 293,Bengaluru,historical,fort,"A fort in Bengaluru focused on history, architecture, heritage, culture.",history|architecture|heritage|culture,12.923569,77.639199,3,4.18,329,0.544,30,11:00,20:00,False,True,True,0.45
P0294,Traditional Street Food Mumbai 294,Mumbai,food,street_food,"A street food in Mumbai focused on neighborhood, authentic.",neighborhood|authentic,19.15444,72.947297,2,3.89,88,0.435,150,10:00,22:00,False,True,True,0.53
P0295,Central Mall Mumbai 295,Mumbai,shopping,mall,"A mall in Mumbai focused on local, market.",local|market,19.20025,72.754971,2,4.47,87,0.493,60,09:00,19:00,False,True,True,0.551
P0296,Cultural Cultural Pune 296,Pune,museum,history_museum,"A history museum in Pune focused on history, museum, culture.",history|museum|culture,18.617523,73.900552,2,4.13,137,0.342,150,10:00,17:00,False,False,True,0.209
P0297,Metro Theater Goa 297,Goa,entertainment,live_music,"A live music in Goa focused on nightlife, entertainment, social.",nightlife|entertainment|social,15.40192,74.052804,1,4.32,365,0.481,180,11:00,20:00,False,False,True,0.089
P0298,Central Market Bengaluru 298,Bengaluru,shopping,mall,"A mall in Bengaluru focused on souvenirs, local, shopping.",souvenirs|local|shopping,12.931098,77.690695,2,4.57,132,0.47,150,09:00,19:00,False,False,False,0.061
P0299,Adventure Family Activity Bengaluru 299,Bengaluru,activity,workshop,"A workshop in Bengaluru focused on activity, fun.",activity|fun,13.067575,77.525569,1,3.98,75,0.253,120,09:00,21:00,False,False,True,0.864
P0300,Modern Art Delhi 300,Delhi,museum,art,"A art in Delhi focused on museum, education, culture.",museum|education|culture,28.658696,76.976668,3,3.9,384,0.637,150,10:00,19:00,True,True,False,0.414
P0301,Central Market Goa 301,Goa,shopping,street_market,"A street market in Goa focused on souvenirs, shopping.",souvenirs|shopping,15.42623,73.945861,4,4.44,80,0.296,120,11:00,18:00,False,True,True,0.296
P0302,Central Street Market Pune 302,Pune,shopping,local_crafts,"A local crafts in Pune focused on shopping, souvenirs, local, market.",shopping|souvenirs|local|market,18.453753,73.84954,2,4.49,1244,1.0,90,08:00,21:00,False,False,True,0.434
P0303,Local Cultural District Pune 303,Pune,neighborhood,food_district,"A food district in Pune focused on culture, authentic, neighborhood.",culture|authentic|neighborhood,18.474241,73.857061,4,4.29,2326,1.0,150,08:00,19:00,False,False,True,0.487
P0304,Heritage Food Experience Mumbai 304,Mumbai,food,food_experience,"A food experience in Mumbai focused on local, authentic, food.",local|authentic|food,19.131257,72.854605,4,3.75,54,0.242,150,11:00,22:00,True,True,True,0.997
P0305,Old Palace Bengaluru 305,Bengaluru,historical,monument,"A monument in Bengaluru focused on history, culture, heritage.",history|culture|heritage,12.999905,77.739486,1,3.3,1473,0.946,150,08:00,20:00,True,False,True,0.485
P0306,Green Park Delhi 306,Delhi,nature,park,"A park in Delhi focused on nature, outdoor, relaxation, scenic.",nature|outdoor|relaxation|scenic,28.461063,76.920795,2,4.39,228,0.327,150,08:00,19:00,False,True,True,0.844
P0307,Open Air Live Music Pune 307,Pune,entertainment,live_music,"A live music in Pune focused on experience, social, entertainment.",experience|social|entertainment,18.462622,73.790528,2,4.23,63,0.352,180,09:00,17:00,False,True,True,0.184
P0308,Modern Cultural Goa 308,Goa,museum,cultural,"A cultural in Goa focused on museum, education.",museum|education,15.347458,73.990993,4,5.0,285,0.65,30,11:00,17:00,True,True,True,0.669
P0309,City History Museum Bengaluru 309,Bengaluru,museum,history_museum,"A history museum in Bengaluru focused on history, museum, education.",history|museum|education,12.892926,77.531285,1,4.15,584,0.679,150,11:00,21:00,False,True,False,0.38
P0310,Royal Fort Mumbai 310,Mumbai,historical,fort,"A fort in Mumbai focused on heritage, culture, history, architecture.",heritage|culture|history|architecture,19.116622,73.051956,1,4.32,320,0.428,180,09:00,22:00,False,False,True,0.202
P0311,Grand Local Crafts Goa 311,Goa,shopping,street_market,"A street market in Goa focused on shopping, souvenirs, market.",shopping|souvenirs|market,15.423869,73.867147,2,3.74,430,0.436,30,11:00,21:00,True,False,True,0.613
P0312,Discovery Family Activity Mumbai 312,Mumbai,activity,workshop,"A workshop in Mumbai focused on experience, fun.",experience|fun,19.172641,72.864146,4,4.95,1229,1.0,90,09:00,17:00,False,True,False,0.188
P0313,Local Cultural District Mumbai 313,Mumbai,neighborhood,old_town,"A old town in Mumbai focused on culture, neighborhood, local, authentic.",culture|neighborhood|local|authentic,18.947742,73.001937,2,4.82,132,0.312,120,08:00,19:00,True,False,True,0.213
P0314,Modern Cultural Goa 314,Goa,museum,history_museum,"A history museum in Goa focused on museum, culture.",museum|culture,15.481249,73.976378,4,3.65,210,0.579,45,11:00,20:00,False,False,True,0.284
P0315,Green Garden Delhi 315,Delhi,nature,waterfall,"A waterfall in Delhi focused on nature, relaxation, outdoor.",nature|relaxation|outdoor,28.724126,77.299126,1,4.13,909,0.765,90,11:00,22:00,False,True,True,0.581
P0316,Modern Cultural Mumbai 316,Mumbai,museum,science,"A science in Mumbai focused on museum, culture.",museum|culture,19.003527,72.976674,3,3.34,1533,0.913,90,08:00,20:00,False,True,True,0.226
P0317,Historic Fort Pune 317,Pune,historical,heritage_site,"A heritage site in Pune focused on architecture, heritage.",architecture|heritage,18.628687,73.816581,3,4.03,146,0.512,120,09:00,22:00,True,False,True,0.102
P0318,Heritage Cultural District Pune 318,Pune,neighborhood,old_town,"A old town in Pune focused on neighborhood, culture, local.",neighborhood|culture|local,18.543071,73.758175,2,3.64,33,0.245,60,09:00,21:00,True,True,False,0.601
P0319,Discovery Walking Tour Goa 319,Goa,activity,walking_tour,"A walking tour in Goa focused on activity, experience.",activity|experience,15.451426,73.911465,3,4.47,267,0.502,120,08:00,20:00,False,False,True,0.328
P0320,Hill Waterfall Pune 320,Pune,nature,garden,"A garden in Pune focused on scenic, nature.",scenic|nature,18.467462,73.828137,1,3.52,51,0.257,30,09:00,20:00,True,True,False,0.072
P0321,Discovery Family Activity Bengaluru 321,Bengaluru,activity,family_activity,"A family activity in Bengaluru focused on experience, activity, fun.",experience|activity|fun,12.983158,77.643405,2,3.95,1813,1.0,120,10:00,20:00,False,False,False,0.512
P0322,Craft Mall Bengaluru 322,Bengaluru,shopping,street_market,"A street market in Bengaluru focused on local, souvenirs, market.",local|souvenirs|market,13.119485,77.541949,3,3.98,40,0.486,30,09:00,19:00,False,False,True,0.203
P0323,National Science Mumbai 323,Mumbai,museum,history_museum,"A history museum in Mumbai focused on culture, history, education.",culture|history|education,18.956439,72.790921,3,3.99,176,0.343,120,08:00,22:00,False,True,True,0.563
P0324,Hidden Food Experience Pune 324,Pune,food,food_experience,"A food experience in Pune focused on authentic, local, neighborhood.",authentic|local|neighborhood,18.636214,73.903704,3,2.89,229,0.474,60,11:00,19:00,False,False,False,0.684
P0325,Historic Palace Goa 325,Goa,historical,heritage_site,"A heritage site in Goa focused on history, heritage, culture, architecture.",history|heritage|culture|architecture,15.61007,73.769712,2,4.0,564,0.61,30,10:00,17:00,False,True,True,0.792
P0326,Historic Monument Pune 326,Pune,historical,heritage_site,"A heritage site in Pune focused on culture, history, heritage, architecture.",culture|history|heritage|architecture,18.585413,73.941525,1,4.93,945,0.99,60,11:00,18:00,False,True,True,0.062
P0327,Metro Theater Goa 327,Goa,entertainment,cinema,"A cinema in Goa focused on experience, social, nightlife, entertainment.",experience|social|nightlife|entertainment,15.336278,74.143902,4,3.98,64,0.483,90,09:00,21:00,False,True,True,0.989
P0328,Local Food District Pune 328,Pune,neighborhood,local_area,"A local area in Pune focused on authentic, local, neighborhood.",authentic|local|neighborhood,18.451324,73.877761,2,5.0,262,0.438,180,11:00,19:00,False,True,False,0.843
P0329,Grand Nightlife Delhi 329,Delhi,entertainment,live_music,"A live music in Delhi focused on nightlife, experience, social.",nightlife|experience|social,28.458052,76.851223,1,4.11,237,0.541,60,11:00,18:00,False,False,True,0.163
P0330,Cultural Walking Tour Pune 330,Pune,activity,family_activity,"A family activity in Pune focused on interactive, fun, activity, experience.",interactive|fun|activity|experience,18.563115,73.923669,1,4.19,205,0.598,45,08:00,18:00,False,False,True,0.205
P0331,Cultural Walking Tour Bengaluru 331,Bengaluru,activity,adventure,"A adventure in Bengaluru focused on experience, fun.",experience|fun,12.936957,77.608884,2,3.84,126,0.516,120,09:00,21:00,False,True,False,0.81
P0332,Discovery Adventure Pune 332,Pune,activity,workshop,"A workshop in Pune focused on interactive, experience, fun.",interactive|experience|fun,18.45258,73.853634,2,4.09,127,0.297,45,09:00,18:00,False,True,True,0.955
P0333,City Live Music Bengaluru 333,Bengaluru,entertainment,cinema,"A cinema in Bengaluru focused on experience, social.",experience|social,12.88497,77.48937,3,3.78,278,0.556,45,11:00,21:00,False,False,True,0.339
P0334,City Cultural Mumbai 334,Mumbai,museum,history_museum,"A history museum in Mumbai focused on history, education.",history|education,19.0076,72.823444,1,3.99,1487,0.896,180,11:00,20:00,True,True,False,0.538
P0335,Craft Mall Pune 335,Pune,shopping,market,"A market in Pune focused on shopping, market.",shopping|market,18.463249,73.883517,2,2.91,906,0.759,45,09:00,22:00,False,True,False,0.945
P0336,Modern History Museum Goa 336,Goa,museum,history_museum,"A history museum in Goa focused on museum, education, history, culture.",museum|education|history|culture,15.451964,73.734169,3,4.66,20,0.302,180,08:00,22:00,True,True,True,0.722
P0337,Old Fort Bengaluru 337,Bengaluru,historical,palace,"A palace in Bengaluru focused on heritage, architecture, history.",heritage|architecture|history,13.100423,77.74439,4,3.95,156,0.307,60,08:00,20:00,True,True,False,0.719
P0338,Cultural Workshop Pune 338,Pune,activity,family_activity,"A family activity in Pune focused on fun, interactive, experience, activity.",fun|interactive|experience|activity,18.473145,73.806722,4,3.47,96,0.318,180,11:00,18:00,False,False,False,0.942
P0339,Open Air Cinema Pune 339,Pune,entertainment,cinema,"A cinema in Pune focused on entertainment, experience, nightlife, social.",entertainment|experience|nightlife|social,18.529274,73.854532,4,3.6,2003,1.0,30,09:00,17:00,False,True,True,0.852
P0340,Cultural Cultural District Mumbai 340,Mumbai,neighborhood,food_district,"A food district in Mumbai focused on culture, authentic, neighborhood, local.",culture|authentic|neighborhood|local,18.997481,72.999723,4,4.52,1125,0.966,90,11:00,21:00,False,False,True,0.288
P0341,Traditional Food Experience Mumbai 341,Mumbai,food,local_restaurant,"A local restaurant in Mumbai focused on local, neighborhood, food.",local|neighborhood|food,19.158229,73.040609,3,4.42,63,0.303,120,08:00,17:00,False,True,True,0.493
P0342,Grand Street Market Bengaluru 342,Bengaluru,shopping,mall,"A mall in Bengaluru focused on shopping, local.",shopping|local,13.092844,77.612159,1,3.86,440,0.525,60,11:00,20:00,False,True,True,0.867
P0343,Local Old Town Bengaluru 343,Bengaluru,neighborhood,cultural_district,"A cultural district in Bengaluru focused on authentic, culture.",authentic|culture,12.943738,77.566724,4,3.55,575,0.603,180,09:00,21:00,True,True,True,0.409
P0344,Traditional Local Restaurant Goa 344,Goa,food,local_restaurant,"A local restaurant in Goa focused on authentic, neighborhood, local.",authentic|neighborhood|local,15.486185,73.764099,3,3.99,156,0.403,90,10:00,19:00,False,True,True,0.273
P0345,Central Local Crafts Pune 345,Pune,shopping,market,"A market in Pune focused on shopping, local, market.",shopping|local|market,18.517519,73.753942,4,4.42,417,0.502,150,11:00,21:00,True,True,True,0.356
P0346,Lakeside Park Pune 346,Pune,nature,beach,"A beach in Pune focused on scenic, nature, outdoor, relaxation.",scenic|nature|outdoor|relaxation,18.549346,73.912291,4,3.94,983,0.71,150,08:00,21:00,True,True,True,0.595
P0347,Old Heritage Site Delhi 347,Delhi,historical,monument,"A monument in Delhi focused on culture, heritage, history, architecture.",culture|heritage|history|architecture,28.532009,77.133214,1,3.61,512,0.639,60,10:00,20:00,False,True,True,0.289
P0348,National History Museum Delhi 348,Delhi,museum,art,"A art in Delhi focused on history, museum.",history|museum,28.638353,77.108112,4,4.37,168,0.388,150,11:00,21:00,False,True,True,0.489
P0349,Old Cultural District Goa 349,Goa,neighborhood,food_district,"A food district in Goa focused on neighborhood, authentic.",neighborhood|authentic,15.377461,74.115107,3,4.25,54,0.525,150,09:00,19:00,False,True,True,0.192
P0350,City Cinema Goa 350,Goa,entertainment,nightlife,"A nightlife in Goa focused on entertainment, experience, nightlife, social.",entertainment|experience|nightlife|social,15.47393,73.918066,2,4.52,196,0.324,180,10:00,22:00,False,True,True,0.736
P0351,Discovery Walking Tour Pune 351,Pune,activity,walking_tour,"A walking tour in Pune focused on fun, interactive, activity.",fun|interactive|activity,18.623434,73.930115,4,3.86,861,0.911,150,09:00,18:00,True,False,False,0.546
P0352,Old Fort Bengaluru 352,Bengaluru,historical,palace,"A palace in Bengaluru focused on architecture, culture, heritage.",architecture|culture|heritage,13.029946,77.681957,2,3.78,45,0.537,45,09:00,17:00,True,False,True,0.292
P0353,Urban Workshop Bengaluru 353,Bengaluru,activity,adventure,"A adventure in Bengaluru focused on experience, interactive, activity, fun.",experience|interactive|activity|fun,12.944947,77.577134,4,3.4,506,0.648,180,10:00,17:00,False,False,True,0.752
P0354,Heritage Food District Goa 354,Goa,neighborhood,old_town,"A old town in Goa focused on local, culture, authentic, neighborhood.",local|culture|authentic|neighborhood,15.50558,74.050308,4,3.52,2009,1.0,90,10:00,19:00,True,False,True,0.25
P0355,Artisan Old Town Goa 355,Goa,neighborhood,local_area,"A local area in Goa focused on authentic, culture, neighborhood.",authentic|culture|neighborhood,15.359615,73.740047,3,3.16,1873,1.0,180,08:00,18:00,False,True,True,0.622
P0356,Heritage Food Experience Bengaluru 356,Bengaluru,food,local_restaurant,"A local restaurant in Bengaluru focused on food, local, neighborhood.",food|local|neighborhood,13.042412,77.505122,2,4.19,217,0.527,60,08:00,17:00,True,True,False,0.839
P0357,City Live Music Goa 357,Goa,entertainment,nightlife,"A nightlife in Goa focused on nightlife, social.",nightlife|social,15.599402,73.766755,2,3.85,395,0.4,60,09:00,20:00,False,False,False,0.263
P0358,Open Air Nightlife Pune 358,Pune,entertainment,live_music,"A live music in Pune focused on experience, nightlife.",experience|nightlife,18.502357,73.920366,4,4.08,919,0.828,45,08:00,19:00,True,True,True,0.55
P0359,Lakeside Garden Pune 359,Pune,nature,waterfall,"A waterfall in Pune focused on scenic, relaxation, outdoor.",scenic|relaxation|outdoor,18.488109,73.922387,4,4.15,293,0.385,180,09:00,21:00,True,False,True,0.23
P0360,Hidden Street Food Mumbai 360,Mumbai,food,street_food,"A street food in Mumbai focused on food, neighborhood, authentic.",food|neighborhood|authentic,19.241645,72.83242,1,3.94,228,0.303,45,10:00,22:00,False,True,True,0.452
P0361,Royal Palace Pune 361,Pune,historical,fort,"A fort in Pune focused on architecture, culture, history.",architecture|culture|history,18.460423,73.936213,1,4.24,31,0.315,120,11:00,19:00,False,False,True,0.898
P0362,Modern Cultural Goa 362,Goa,museum,cultural,"A cultural in Goa focused on museum, culture.",museum|culture,15.622131,74.138948,4,3.49,596,0.492,30,10:00,17:00,False,True,False,0.317
P0363,Local Local Crafts Goa 363,Goa,shopping,mall,"A mall in Goa focused on market, souvenirs.",market|souvenirs,15.456789,73.917888,4,4.18,196,0.564,45,11:00,17:00,True,True,True,0.497
P0364,Old Palace Bengaluru 364,Bengaluru,historical,heritage_site,"A heritage site in Bengaluru focused on culture, heritage, architecture, history.",culture|heritage|architecture|history,12.862238,77.556956,2,4.11,371,0.416,30,09:00,19:00,True,True,True,0.309
P0365,Local Local Restaurant Delhi 365,Delhi,food,cafe,"A cafe in Delhi focused on local, food, neighborhood.",local|food|neighborhood,28.574926,76.888418,3,3.86,96,0.475,150,08:00,20:00,False,False,True,0.357
P0366,City Nightlife Bengaluru 366,Bengaluru,entertainment,nightlife,"A nightlife in Bengaluru focused on entertainment, social, experience, nightlife.",entertainment|social|experience|nightlife,13.038507,77.530796,3,4.19,75,0.575,150,09:00,18:00,False,False,True,0.808
P0367,Cultural Old Town Pune 367,Pune,neighborhood,old_town,"A old town in Pune focused on local, authentic, culture.",local|authentic|culture,18.485602,73.94301,2,4.28,31,0.364,90,10:00,22:00,False,False,True,0.516
P0368,Cultural Art Delhi 368,Delhi,museum,science,"A science in Delhi focused on culture, history, education, museum.",culture|history|education|museum,28.649656,77.266026,4,4.56,431,0.516,120,11:00,17:00,False,False,True,0.462
P0369,Discovery Family Activity Pune 369,Pune,activity,family_activity,"A family activity in Pune focused on experience, interactive, activity, fun.",experience|interactive|activity|fun,18.585288,73.879522,4,4.22,795,0.722,180,11:00,19:00,True,True,False,0.849
P0370,Street Local Restaurant Goa 370,Goa,food,local_restaurant,"A local restaurant in Goa focused on neighborhood, food, local, authentic.",neighborhood|food|local|authentic,15.616921,73.956707,3,4.85,826,0.739,120,08:00,21:00,True,False,True,0.797
P0371,Heritage Food District Pune 371,Pune,neighborhood,old_town,"A old town in Pune focused on authentic, culture, neighborhood, local.",authentic|culture|neighborhood|local,18.512789,73.894819,2,3.27,52,0.261,30,10:00,22:00,True,True,True,0.161
P0372,Cultural Cultural District Bengaluru 372,Bengaluru,neighborhood,food_district,"A food district in Bengaluru focused on culture, authentic, neighborhood, local.",culture|authentic|neighborhood|local,12.94084,77.69394,1,3.82,252,0.348,30,09:00,17:00,False,False,True,0.075
P0373,Artisan Food District Mumbai 373,Mumbai,neighborhood,cultural_district,"A cultural district in Mumbai focused on authentic, neighborhood.",authentic|neighborhood,18.930133,73.019402,1,4.33,102,0.303,45,11:00,20:00,False,False,True,0.241
P0374,Urban Walking Tour Pune 374,Pune,activity,adventure,"A adventure in Pune focused on interactive, experience, fun.",interactive|experience|fun,18.470533,73.919526,1,4.18,98,0.424,90,11:00,18:00,False,True,True,0.35
P0375,Grand Nightlife Bengaluru 375,Bengaluru,entertainment,cinema,"A cinema in Bengaluru focused on experience, nightlife, social.",experience|nightlife|social,12.998437,77.731689,1,3.82,45,0.268,150,09:00,20:00,False,True,True,0.914
P0376,Old Town Mall Mumbai 376,Mumbai,shopping,local_crafts,"A local crafts in Mumbai focused on market, local, shopping, souvenirs.",market|local|shopping|souvenirs,19.235931,73.041578,3,3.68,48,0.447,30,11:00,18:00,True,True,True,0.804
P0377,Hill Beach Mumbai 377,Mumbai,nature,park,"A park in Mumbai focused on scenic, relaxation, nature.",scenic|relaxation|nature,19.249741,72.875575,2,3.66,866,0.862,120,08:00,17:00,False,True,True,0.584
P0378,Urban Adventure Goa 378,Goa,activity,adventure,"A adventure in Goa focused on activity, fun.",activity|fun,15.558038,73.978511,1,3.67,5760,1.0,90,11:00,17:00,False,False,True,0.865
P0379,Heritage Heritage Site Delhi 379,Delhi,historical,palace,"A palace in Delhi focused on heritage, architecture, culture.",heritage|architecture|culture,28.638978,77.285435,4,4.32,305,0.62,90,08:00,18:00,False,True,True,0.856
P0380,Hill Garden Pune 380,Pune,nature,garden,"A garden in Pune focused on scenic, outdoor.",scenic|outdoor,18.518264,73.851005,4,3.71,567,0.567,150,09:00,18:00,False,True,False,0.181
P0381,Metro Cinema Bengaluru 381,Bengaluru,entertainment,theater,"A theater in Bengaluru focused on entertainment, experience.",entertainment|experience,13.133122,77.582774,3,3.84,283,0.43,180,09:00,20:00,True,False,True,0.659
P0382,Craft Local Crafts Delhi 382,Delhi,shopping,local_crafts,"A local crafts in Delhi focused on market, souvenirs, local, shopping.",market|souvenirs|local|shopping,28.570601,77.190435,1,5.0,218,0.638,120,09:00,22:00,False,True,False,0.643
P0383,Artisan Old Town Goa 383,Goa,neighborhood,cultural_district,"A cultural district in Goa focused on culture, neighborhood, local, authentic.",culture|neighborhood|local|authentic,15.60239,73.74214,2,4.62,105,0.311,120,10:00,21:00,False,True,True,0.896
P0384,Craft Street Market Mumbai 384,Mumbai,shopping,local_crafts,"A local crafts in Mumbai focused on market, local.",market|local,19.245434,72.788655,3,4.08,2048,1.0,180,08:00,20:00,False,False,True,0.984
